SRN,who,group,qu,rating
1003801,other,health,17,3
1003801,other,financial,18,7
1003801,other,recreation,19,4
1003801,other,health,20,5
1003801,other,social,21,3
1003801,other,social,22,1
1003801,other,health,23,3
1003801,other,recreation,24,1
1003801,other,recreation,25,1
1003801,other,health,26,6
1003801,other,social,27,3
1003801,other,social,28,2
1003801,other,ethical,30,6
1003802,you,social,1,4
1003802,you,recreation,2,6
1003802,you,financial,3,7
1003802,you,health,5,5
1003802,you,ethical,6,7
1003802,you,social,7,3
1003802,you,financial,8,6
1003802,you,ethical,9,3
1003802,you,ethical,10,7
1003802,you,recreation,11,4
1003802,you,financial,12,3
1003802,you,recreation,13,3
1003802,you,financial,14,4
1003802,you,health,17,7
1003802,you,financial,18,6
1003802,you,recreation,19,4
1003802,you,health,20,7
1003802,you,social,21,2
1003802,you,social,22,4
1003802,you,health,23,6
1003802,you,recreation,24,4
1003802,you,recreation,25,2
1003802,you,health,26,7
1003802,you,social,27,3
1003802,you,social,28,3
1003802,you,ethical,30,4
1003802,other,social,1,3
1003802,other,recreation,2,5
1003802,other,financial,3,6
1003802,other,health,5,5
1003802,other,ethical,6,5
1003802,other,social,7,1
1003802,other,financial,8,4
1003802,other,ethical,9,1
1003802,other,ethical,10,6
1003802,other,recreation,11,2
1003802,other,financial,12,1
1003802,other,recreation,13,1
1003802,other,financial,14,3
1003802,other,health,17,6
1003802,other,financial,18,3
1003802,other,recreation,19,5
1003802,other,health,20,6
1003802,other,social,21,2
1003802,other,social,22,2
1003802,other,health,23,4
1003802,other,recreation,24,2
1003802,other,recreation,25,1
1003802,other,health,26,5
1003802,other,social,27,3
1003802,other,social,28,2
1003802,other,ethical,30,4
1003803,you,social,1,2
1003803,you,recreation,2,7
1003803,you,financial,3,5
1003803,you,health,5,5
1003803,you,ethical,6,5
1003803,you,social,7,3
1003803,you,financial,8,3
1003803,you,ethical,9,5
1003803,you,ethical,10,6
1003803,you,recreation,11,5
1003803,you,financial,12,5
1003803,you,recreation,13,5
1003803,you,financial,14,2
1003803,you,health,17,7
1003803,you,financial,18,3
1003803,you,recreation,19,7
1003803,you,health,20,4
1003803,you,social,21,3
1003803,you,social,22,4
1003803,you,health,23,4
1003803,you,recreation,24,5
1003803,you,recreation,25,6
1003803,you,health,26,5
1003803,you,social,27,1
1003803,you,social,28,3
1003803,you,ethical,30,7
1003803,other,social,1,1
1003803,other,recreation,2,3
1003803,other,financial,3,3
1003803,other,health,5,4
1003803,other,ethical,6,5
1003803,other,social,7,1
1003803,other,financial,8,1
1003803,other,ethical,9,5
1003803,other,ethical,10,4
1003803,other,recreation,11,4
1003803,other,financial,12,4
1003803,other,recreation,13,5
1003803,other,financial,14,1
1003803,other,health,17,6
1003803,other,financial,18,3
1003803,other,recreation,19,6
1003803,other,health,20,2
1003803,other,social,21,3
1003803,other,social,22,2
1003803,other,health,23,2
1003803,other,recreation,24,5
1003803,other,recreation,25,5
1003803,other,health,26,4
1003803,other,social,27,1
1003803,other,social,28,2
1003803,other,ethical,30,5
1003804,you,social,1,3
1003804,you,recreation,2,6
1003804,you,financial,3,6
1003804,you,health,5,5
1003804,you,ethical,6,7
1003804,you,social,7,4
1003804,you,financial,8,5
1003804,you,ethical,9,6
1003804,you,ethical,10,7
1003804,you,recreation,11,4
1003804,you,financial,12,7
1003804,you,recreation,13,4
1003804,you,financial,14,3
1003804,you,health,17,6
1003804,you,financial,18,5
1003804,you,recreation,19,4
1003804,you,health,20,5
1003804,you,social,21,1
1003804,you,social,22,3
1003804,you,health,23,5
1003804,you,recreation,24,4
1003804,you,recreation,25,5
1003804,you,health,26,3
1003804,you,social,27,5
1003804,you,social,28,3
1003804,you,ethical,30,4
1003804,other,social,1,2
1003804,other,recreation,2,5
1003804,other,financial,3,4
1003804,other,health,5,6
1003804,other,ethical,6,6
1003804,other,social,7,4
1003804,other,financial,8,4
1003804,other,ethical,9,5
1003804,other,ethical,10,6
1003804,other,recreation,11,2
1003804,other,financial,12,6
1003804,other,recreation,13,2
1003804,other,financial,14,2
1003804,other,health,17,3
1003804,other,financial,18,3
1003804,other,recreation,19,4
1003804,other,health,20,6
1003804,other,social,21,1
1003804,other,social,22,3
1003804,other,health,23,4
1003804,other,recreation,24,2
1003804,other,recreation,25,3
1003804,other,health,26,2
1003804,other,social,27,5
1003804,other,social,28,2
1003804,other,ethical,30,3
1003805,you,social,1,2
1003805,you,recreation,2,7
1003805,you,financial,3,6
1003805,you,health,5,6
1003805,you,ethical,6,7
1003805,you,social,7,2
1003805,you,financial,8,3
1003805,you,ethical,9,6
1003805,you,ethical,10,7
1003805,you,recreation,11,6
1003805,you,financial,12,3
1003805,you,recreation,13,2
1003805,you,financial,14,6
1003805,you,health,17,7
1003805,you,financial,18,6
1003805,you,recreation,19,5
1003805,you,health,20,6
1003805,you,social,21,5
1003805,you,social,22,3
1003805,you,health,23,5
1003805,you,recreation,24,4
1003805,you,recreation,25,4
1003805,you,health,26,7
1003805,you,social,27,4
1003805,you,social,28,3
1003805,you,ethical,30,6
1003805,other,social,1,2
1003805,other,recreation,2,7
1003805,other,financial,3,6
1003805,other,health,5,5
1003805,other,ethical,6,5
1003805,other,social,7,1
1003805,other,financial,8,2
1003805,other,ethical,9,5
1003805,other,ethical,10,5
1003805,other,recreation,11,6
1003805,other,financial,12,2
1003805,other,recreation,13,1
1003805,other,financial,14,4
1003805,other,health,17,7
1003805,other,financial,18,6
1003805,other,recreation,19,4
1003805,other,health,20,5
1003805,other,social,21,6
1003805,other,social,22,2
1003805,other,health,23,5
1003805,other,recreation,24,4
1003805,other,recreation,25,3
1003805,other,health,26,7
1003805,other,social,27,4
1003805,other,social,28,1
1003805,other,ethical,30,7
1003806,you,social,1,3
1003806,you,recreation,2,4
1003806,you,financial,3,7
1003806,you,health,5,7
1003806,you,ethical,6,7
1003806,you,social,7,2
1003806,you,financial,8,5
1003806,you,ethical,9,7
1003806,you,ethical,10,4
1003806,you,recreation,11,5
1003806,you,financial,12,4
1003806,you,recreation,13,5
1003806,you,financial,14,7
1003806,you,health,17,6
1003806,you,financial,18,7
1003806,you,recreation,19,4
1003806,you,health,20,7
1003806,you,social,21,2
1003806,you,social,22,1
1003806,you,health,23,6
1003806,you,recreation,24,3
1003806,you,recreation,25,4
1003806,you,health,26,7
1003806,you,social,27,2
1003806,you,social,28,3
1003806,you,ethical,30,7
1003806,other,social,1,2
1003806,other,recreation,2,3
1003806,other,financial,3,6
1003806,other,health,5,6
1003806,other,ethical,6,6
1003806,other,social,7,1
1003806,other,financial,8,3
1003806,other,ethical,9,5
1003806,other,ethical,10,5
1003806,other,recreation,11,5
1003806,other,financial,12,4
1003806,other,recreation,13,4
1003806,other,financial,14,7
1003806,other,health,17,5
1003806,other,financial,18,7
1003806,other,recreation,19,5
1003806,other,health,20,5
1003806,other,social,21,1
1003806,other,social,22,1
1003806,other,health,23,5
1003806,other,recreation,24,3
1003806,other,recreation,25,4
1003806,other,health,26,7
1003806,other,social,27,1
1003806,other,social,28,2
1003806,other,ethical,30,6
1003807,you,social,1,2
1003807,you,recreation,2,5
1003807,you,financial,3,4
1003807,you,health,5,6
1003807,you,ethical,6,4
1003807,you,social,7,2
1003807,you,financial,8,6
1003807,you,ethical,9,3
1003807,you,ethical,10,6
1003807,you,recreation,11,5
1003807,you,financial,12,6
1003807,you,recreation,13,4
1003807,you,financial,14,3
1003807,you,health,17,6
1003807,you,financial,18,7
1003807,you,recreation,19,4
1003807,you,health,20,2
1003807,you,social,21,2
1003807,you,social,22,2
1003807,you,health,23,6
1003807,you,recreation,24,3
1003807,you,recreation,25,5
1003807,you,health,26,3
1003807,you,social,27,3
1003807,you,social,28,4
1003807,you,ethical,30,6
1003807,other,social,1,2
1003807,other,recreation,2,4
1003807,other,financial,3,1
1003807,other,health,5,6
1003807,other,ethical,6,2
1003807,other,social,7,2
1003807,other,financial,8,5
1003807,other,ethical,9,3
1003807,other,ethical,10,5
1003807,other,recreation,11,1
1003807,other,financial,12,4
1003807,other,recreation,13,3
1003807,other,financial,14,2
1003807,other,health,17,6
1003807,other,financial,18,6
1003807,other,recreation,19,3
1003807,other,health,20,1
1003807,other,social,21,3
1003807,other,social,22,2
1003807,other,health,23,4
1003807,other,recreation,24,1
1003807,other,recreation,25,4
1003807,other,health,26,1
1003807,other,social,27,2
1003807,other,social,28,2
1003807,other,ethical,30,6
1003808,you,social,1,3
1003808,you,recreation,2,7
1003808,you,financial,3,2
1003808,you,health,5,6
1003808,you,ethical,6,7
1003808,you,social,7,3
1003808,you,financial,8,7
1003808,you,ethical,9,7
1003808,you,ethical,10,7
1003808,you,recreation,11,2
1003808,you,financial,12,5
1003808,you,recreation,13,4
1003808,you,financial,14,5
1003808,you,health,17,7
1003808,you,financial,18,6
1003808,you,recreation,19,4
1003808,you,health,20,5
1003808,you,social,21,3
1003808,you,social,22,4
1003808,you,health,23,3
1003808,you,recreation,24,2
1003808,you,recreation,25,6
1003808,you,health,26,4
1003808,you,social,27,4
1003808,you,social,28,4
1003808,you,ethical,30,6
1003808,other,social,1,1
1003808,other,recreation,2,6
1003808,other,financial,3,1
1003808,other,health,5,6
1003808,other,ethical,6,6
1003808,other,social,7,3
1003808,other,financial,8,7
1003808,other,ethical,9,4
1003808,other,ethical,10,5
1003808,other,recreation,11,3
1003808,other,financial,12,5
1003808,other,recreation,13,1
1003808,other,financial,14,4
1003808,other,health,17,6
1003808,other,financial,18,6
1003808,other,recreation,19,2
1003808,other,health,20,3
1003808,other,social,21,3
1003808,other,social,22,1
1003808,other,health,23,1
1003808,other,recreation,24,1
1003808,other,recreation,25,6
1003808,other,health,26,2
1003808,other,social,27,2
1003808,other,social,28,3
1003808,other,ethical,30,6
1003809,you,social,1,3
1003809,you,recreation,2,7
1003809,you,financial,3,7
1003809,you,health,5,6
1003809,you,ethical,6,4
1003809,you,social,7,4
1003809,you,financial,8,6
1003809,you,ethical,9,7
1003809,you,ethical,10,6
1003809,you,recreation,11,6
1003809,you,financial,12,5
1003809,you,recreation,13,7
1003809,you,financial,14,5
1003809,you,health,17,5
1003809,you,financial,18,3
1003809,you,recreation,19,6
1003809,you,health,20,4
1003809,you,social,21,2
1003809,you,social,22,4
1003809,you,health,23,5
1003809,you,recreation,24,4
1003809,you,recreation,25,7
1003809,you,health,26,7
1003809,you,social,27,3
1003809,you,social,28,3
1003809,you,ethical,30,6
1003809,other,social,1,3
1003809,other,recreation,2,6
1003809,other,financial,3,7
1003809,other,health,5,4
1003809,other,ethical,6,3
1003809,other,social,7,2
1003809,other,financial,8,5
1003809,other,ethical,9,6
1003809,other,ethical,10,5
1003809,other,recreation,11,6
1003809,other,financial,12,5
1003809,other,recreation,13,7
1003809,other,financial,14,4
1003809,other,health,17,5
1003809,other,financial,18,4
1003809,other,recreation,19,4
1003809,other,health,20,2
1003809,other,social,21,1
1003809,other,social,22,2
1003809,other,health,23,5
1003809,other,recreation,24,1
1003809,other,recreation,25,7
1003809,other,health,26,6
1003809,other,social,27,1
1003809,other,social,28,4
1003809,other,ethical,30,3
1003810,you,social,1,3
1003810,you,recreation,2,5
1003810,you,financial,3,7
1003810,you,health,5,7
1003810,you,ethical,6,7
1003810,you,social,7,2
1003810,you,financial,8,5
1003810,you,ethical,9,6
1003810,you,ethical,10,6
1003810,you,recreation,11,6
1003810,you,financial,12,6
1003810,you,recreation,13,3
1003810,you,financial,14,6
1003810,you,health,17,4
1003810,you,financial,18,7
1003810,you,recreation,19,4
1003810,you,health,20,7
1003810,you,social,21,2
1003810,you,social,22,3
1003810,you,health,23,4
1003810,you,recreation,24,4
1003810,you,recreation,25,5
1003810,you,health,26,4
1003810,you,social,27,5
1003810,you,social,28,1
1003810,you,ethical,30,6
1003810,other,social,1,4
1003810,other,recreation,2,5
1003810,other,financial,3,4
1003810,other,health,5,5
1003810,other,ethical,6,6
1003810,other,social,7,1
1003810,other,financial,8,4
1003810,other,ethical,9,5
1003810,other,ethical,10,5
1003810,other,recreation,11,5
1003810,other,financial,12,4
1003810,other,recreation,13,1
1003810,other,financial,14,7
1003810,other,health,17,3
1003810,other,financial,18,4
1003810,other,recreation,19,2
1003810,other,health,20,4
1003810,other,social,21,1
1003810,other,social,22,1
1003810,other,health,23,3
1003810,other,recreation,24,4
1003810,other,recreation,25,4
1003810,other,health,26,3
1003810,other,social,27,3
1003810,other,social,28,1
1003810,other,ethical,30,4
1003811,you,social,1,4
1003811,you,recreation,2,4
1003811,you,financial,3,3
1003811,you,health,5,4
1003811,you,ethical,6,7
1003811,you,social,7,5
1003811,you,financial,8,6
1003811,you,ethical,9,7
1003811,you,ethical,10,7
1003811,you,recreation,11,5
1003811,you,financial,12,3
1003811,you,recreation,13,6
1003811,you,financial,14,5
1003811,you,health,17,6
1003811,you,financial,18,5
1003811,you,recreation,19,2
1003811,you,health,20,6
1003811,you,social,21,1
1003811,you,social,22,3
1003811,you,health,23,7
1003811,you,recreation,24,4
1003811,you,recreation,25,5
1003811,you,health,26,5
1003811,you,social,27,3
1003811,you,social,28,3
1003811,you,ethical,30,7
1003811,other,social,1,4
1003811,other,recreation,2,1
1003811,other,financial,3,2
1003811,other,health,5,2
1003811,other,ethical,6,7
1003811,other,social,7,5
1003811,other,financial,8,7
1003811,other,ethical,9,6
1003811,other,ethical,10,7
1003811,other,recreation,11,3
1003811,other,financial,12,1
1003811,other,recreation,13,5
1003811,other,financial,14,3
1003811,other,health,17,3
1003811,other,financial,18,4
1003811,other,recreation,19,1
1003811,other,health,20,5
1003811,other,social,21,1
1003811,other,social,22,3
1003811,other,health,23,5
1003811,other,recreation,24,2
1003811,other,recreation,25,5
1003811,other,health,26,5
1003811,other,social,27,3
1003811,other,social,28,2
1003811,other,ethical,30,6
1003812,you,social,1,2
1003812,you,recreation,2,2
1003812,you,financial,3,4
1003812,you,health,5,5
1003812,you,ethical,6,6
1003812,you,social,7,3
1003812,you,financial,8,4
1003812,you,ethical,9,7
1003812,you,ethical,10,6
1003812,you,recreation,11,5
1003812,you,financial,12,3
1003812,you,recreation,13,3
1003812,you,financial,14,6
1003812,you,health,17,6
1003812,you,financial,18,4
1003812,you,recreation,19,4
1003812,you,health,20,7
1003812,you,social,21,1
1003812,you,social,22,2
1003812,you,health,23,6
1003812,you,recreation,24,2
1003812,you,recreation,25,3
1003812,you,health,26,6
1003812,you,social,27,2
1003812,you,social,28,1
1003812,you,ethical,30,7
1003812,other,social,1,1
1003812,other,recreation,2,2
1003812,other,financial,3,2
1003812,other,health,5,4
1003812,other,ethical,6,6
1003812,other,social,7,3
1003812,other,financial,8,2
1003812,other,ethical,9,5
1003812,other,ethical,10,6
1003812,other,recreation,11,4
1003812,other,financial,12,2
1003812,other,recreation,13,2
1003812,other,financial,14,5
1003812,other,health,17,6
1003812,other,financial,18,3
1003812,other,recreation,19,3
1003812,other,health,20,7
1003812,other,social,21,1
1003812,other,social,22,2
1003812,other,health,23,5
1003812,other,recreation,24,2
1003812,other,recreation,25,1
1003812,other,health,26,5
1003812,other,social,27,1
1003812,other,social,28,1
1003812,other,ethical,30,5
1003813,you,social,1,3
1003813,you,recreation,2,5
1003813,you,financial,3,4
1003813,you,health,5,6
1003813,you,ethical,6,6
1003813,you,social,7,1
1003813,you,financial,8,6
1003813,you,ethical,9,6
1003813,you,ethical,10,5
1003813,you,recreation,11,5
1003813,you,financial,12,6
1003813,you,recreation,13,6
1003813,you,financial,14,5
1003813,you,health,17,5
1003813,you,financial,18,6
1003813,you,recreation,19,4
1003813,you,health,20,6
1003813,you,social,21,3
1003813,you,social,22,5
1003813,you,health,23,5
1003813,you,recreation,24,6
1003813,you,recreation,25,5
1003813,you,health,26,6
1003813,you,social,27,1
1003813,you,social,28,2
1003813,you,ethical,30,7
1003813,other,social,1,3
1003813,other,recreation,2,3
1003813,other,financial,3,5
1003813,other,health,5,5
1003813,other,ethical,6,5
1003813,other,social,7,1
1003813,other,financial,8,4
1003813,other,ethical,9,5
1003813,other,ethical,10,4
1003813,other,recreation,11,4
1003813,other,financial,12,5
1003813,other,recreation,13,6
1003813,other,financial,14,3
1003813,other,health,17,5
1003813,other,financial,18,5
1003813,other,recreation,19,3
1003813,other,health,20,4
1003813,other,social,21,3
1003813,other,social,22,3
1003813,other,health,23,4
